Total_Rape_Victims,VICTIM_COUNT,STATE_UT,RAPE_TYPE,CASES_REPORTED,AGE_GROUP,YEAR
0,0,DAMAN & DIU,Victims of Other Rape,2,Above-50-Yrs,2005
0,0,DAMAN & DIU,Victims of Other Rape,2,Between-14-18-Yrs,2005
0,0,DAMAN & DIU,Victims of Other Rape,2,Between-18-30-Yrs,2005
0,0,DAMAN & DIU,Victims of Other Rape,2,Upto-10-Yrs,2005
0,0,DELHI,Victims of Incest Rape,32,Above-50-Yrs,2005
0,0,DELHI,Victims of Incest Rape,32,Between-30-50-Yrs,2005
0,0,GOA,Total Rape Victims,20,Above-50-Yrs,2005
0,0,GOA,Victims of Incest Rape,1,Above-50-Yrs,2005
0,0,GOA,Victims of Incest Rape,1,Between-10-14-Yrs,2005
0,0,GOA,Victims of Incest Rape,1,Between-14-18-Yrs,2005
0,0,GOA,Victims of Incest Rape,1,Between-18-30-Yrs,2005
0,0,GOA,Victims of Incest Rape,1,Between-30-50-Yrs,2005
0,0,GOA,Victims of Other Rape,19,Above-50-Yrs,2005
0,0,GUJARAT,Total Rape Victims,324,Above-50-Yrs,2005
0,0,GUJARAT,Victims of Incest Rape,19,Above-50-Yrs,2005
0,0,GUJARAT,Victims of Incest Rape,19,Between-30-50-Yrs,2005
0,0,GUJARAT,Victims of Other Rape,305,Above-50-Yrs,2005
0,0,HARYANA,Total Rape Victims,461,Upto-10-Yrs,2005
0,0,HARYANA,Victims of Incest Rape,15,Above-50-Yrs,2005
0,0,HARYANA,Victims of Incest Rape,15,Between-10-14-Yrs,2005
0,0,HARYANA,Victims of Incest Rape,15,Upto-10-Yrs,2005
0,0,HARYANA,Victims of Other Rape,446,Upto-10-Yrs,2005
0,0,HIMACHAL PRADESH,Victims of Incest Rape,5,Above-50-Yrs,2005
0,0,HIMACHAL PRADESH,Victims of Incest Rape,5,Between-30-50-Yrs,2005
0,0,HIMACHAL PRADESH,Victims of Incest Rape,5,Upto-10-Yrs,2005
0,0,JAMMU & KASHMIR,Total Rape Victims,201,Between-10-14-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Incest Rape,0,Above-50-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Incest Rape,0,Between-10-14-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Incest Rape,0,Between-14-18-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Incest Rape,0,Between-18-30-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Incest Rape,0,Between-30-50-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Incest Rape,0,Upto-10-Yrs,2005
0,0,JAMMU & KASHMIR,Victims of Other Rape,201,Between-10-14-Yrs,2005
0,0,JHARKHAND,Victims of Incest Rape,120,Above-50-Yrs,2005
0,0,KARNATAKA,Total Rape Victims,343,Above-50-Yrs,2005
0,0,KARNATAKA,Victims of Incest Rape,5,Above-50-Yrs,2005
0,0,KARNATAKA,Victims of Incest Rape,5,Between-10-14-Yrs,2005
0,0,KARNATAKA,Victims of Incest Rape,5,Between-14-18-Yrs,2005
0,0,KARNATAKA,Victims of Incest Rape,5,Upto-10-Yrs,2005
0,0,KARNATAKA,Victims of Other Rape,338,Above-50-Yrs,2005
0,0,KERALA,Victims of Incest Rape,12,Between-30-50-Yrs,2005
0,0,LAKSHADWEEP,Total Rape Victims,0,Above-50-Yrs,2005
0,0,LAKSHADWEEP,Total Rape Victims,0,Between-10-14-Yrs,2005
0,0,LAKSHADWEEP,Total Rape Victims,0,Between-14-18-Yrs,2005
0,0,LAKSHADWEEP,Total Rape Victims,0,Between-18-30-Yrs,2005
0,0,LAKSHADWEEP,Total Rape Victims,0,Between-30-50-Yrs,2005
0,0,LAKSHADWEEP,Total Rape Victims,0,Upto-10-Yrs,2005
0,0,LAKSHADWEEP,Victims of Incest Rape,0,Above-50-Yrs,2005
0,0,LAKSHADWEEP,Victims of Incest Rape,0,Between-10-14-Yrs,2005
0,0,LAKSHADWEEP,Victims of Incest Rape,0,Between-14-18-Yrs,2005
0,0,LAKSHADWEEP,Victims of Incest Rape,0,Between-18-30-Yrs,2005
0,0,LAKSHADWEEP,Victims of Incest Rape,0,Between-30-50-Yrs,2005
0,0,LAKSHADWEEP,Victims of Incest Rape,0,Upto-10-Yrs,2005
0,0,LAKSHADWEEP,Victims of Other Rape,0,Above-50-Yrs,2005
0,0,LAKSHADWEEP,Victims of Other Rape,0,Between-10-14-Yrs,2005
0,0,LAKSHADWEEP,Victims of Other Rape,0,Between-14-18-Yrs,2005
0,0,LAKSHADWEEP,Victims of Other Rape,0,Between-18-30-Yrs,2005
0,0,LAKSHADWEEP,Victims of Other Rape,0,Between-30-50-Yrs,2005
0,0,LAKSHADWEEP,Victims of Other Rape,0,Upto-10-Yrs,2005
0,0,MAHARASHTRA,Victims of Incest Rape,38,Above-50-Yrs,2005
0,0,MANIPUR,Total Rape Victims,25,Above-50-Yrs,2005
0,0,MANIPUR,Total Rape Victims,25,Between-14-18-Yrs,2005
0,0,MANIPUR,Victims of Incest Rape,1,Above-50-Yrs,2005
0,0,MANIPUR,Victims of Incest Rape,1,Between-10-14-Yrs,2005
0,0,MANIPUR,Victims of Incest Rape,1,Between-14-18-Yrs,2005
0,0,MANIPUR,Victims of Incest Rape,1,Between-18-30-Yrs,2005
0,0,MANIPUR,Victims of Incest Rape,1,Upto-10-Yrs,2005
0,0,MANIPUR,Victims of Other Rape,24,Above-50-Yrs,2005
0,0,MANIPUR,Victims of Other Rape,24,Between-14-18-Yrs,2005
0,0,MEGHALAYA,Total Rape Victims,63,Above-50-Yrs,2005
0,0,MEGHALAYA,Victims of Incest Rape,4,Above-50-Yrs,2005
0,0,MEGHALAYA,Victims of Incest Rape,4,Between-10-14-Yrs,2005
0,0,MEGHALAYA,Victims of Incest Rape,4,Between-18-30-Yrs,2005
0,0,MEGHALAYA,Victims of Incest Rape,4,Between-30-50-Yrs,2005
0,0,MEGHALAYA,Victims of Other Rape,59,Above-50-Yrs,2005
0,0,MIZORAM,Total Rape Victims,37,Above-50-Yrs,2005
0,0,MIZORAM,Total Rape Victims,37,Between-10-14-Yrs,2005
0,0,MIZORAM,Total Rape Victims,37,Between-30-50-Yrs,2005
0,0,MIZORAM,Total Rape Victims,37,Upto-10-Yrs,2005
0,0,MIZORAM,Victims of Incest Rape,0,Above-50-Yrs,2005
0,0,MIZORAM,Victims of Incest Rape,0,Between-10-14-Yrs,2005
0,0,MIZORAM,Victims of Incest Rape,0,Between-14-18-Yrs,2005
0,0,MIZORAM,Victims of Incest Rape,0,Between-18-30-Yrs,2005
0,0,MIZORAM,Victims of Incest Rape,0,Between-30-50-Yrs,2005
0,0,MIZORAM,Victims of Incest Rape,0,Upto-10-Yrs,2005
0,0,MIZORAM,Victims of Other Rape,37,Above-50-Yrs,2005
0,0,MIZORAM,Victims of Other Rape,37,Between-10-14-Yrs,2005
0,0,MIZORAM,Victims of Other Rape,37,Between-30-50-Yrs,2005
0,0,MIZORAM,Victims of Other Rape,37,Upto-10-Yrs,2005
0,0,NAGALAND,Total Rape Victims,17,Above-50-Yrs,2005
0,0,NAGALAND,Total Rape Victims,17,Between-10-14-Yrs,2005
0,0,NAGALAND,Total Rape Victims,17,Between-14-18-Yrs,2005
0,0,NAGALAND,Victims of Incest Rape,0,Above-50-Yrs,2005
0,0,NAGALAND,Victims of Incest Rape,0,Between-10-14-Yrs,2005
0,0,NAGALAND,Victims of Incest Rape,0,Between-14-18-Yrs,2005
0,0,NAGALAND,Victims of Incest Rape,0,Between-18-30-Yrs,2005
0,0,NAGALAND,Victims of Incest Rape,0,Between-30-50-Yrs,2005
0,0,NAGALAND,Victims of Incest Rape,0,Upto-10-Yrs,2005
0,0,NAGALAND,Victims of Other Rape,17,Above-50-Yrs,2005
0,0,NAGALAND,Victims of Other Rape,17,Between-10-14-Yrs,2005
0,0,NAGALAND,Victims of Other Rape,17,Between-14-18-Yrs,2005
0,0,ODISHA,Total Rape Victims,799,Between-10-14-Yrs,2005
0,0,ODISHA,Victims of Incest Rape,7,Above-50-Yrs,2005
0,0,ODISHA,Victims of Incest Rape,7,Between-10-14-Yrs,2005
0,0,ODISHA,Victims of Incest Rape,7,Between-14-18-Yrs,2005
0,0,ODISHA,Victims of Incest Rape,7,Upto-10-Yrs,2005
0,0,ODISHA,Victims of Other Rape,792,Between-10-14-Yrs,2005
0,0,PUDUCHERRY,Total Rape Victims,6,Above-50-Yrs,2005
0,0,PUDUCHERRY,Total Rape Victims,6,Between-10-14-Yrs,2005
0,0,PUDUCHERRY,Total Rape Victims,6,Between-30-50-Yrs,2005
0,0,PUDUCHERRY,Victims of Incest Rape,0,Above-50-Yrs,2005
0,0,PUDUCHERRY,Victims of Incest Rape,0,Between-10-14-Yrs,2005
0,0,PUDUCHERRY,Victims of Incest Rape,0,Between-14-18-Yrs,2005
0,0,PUDUCHERRY,Victims of Incest Rape,0,Between-18-30-Yrs,2005
0,0,PUDUCHERRY,Victims of Incest Rape,0,Between-30-50-Yrs,2005
0,0,PUDUCHERRY,Victims of Incest Rape,0,Upto-10-Yrs,2005
0,0,PUDUCHERRY,Victims of Other Rape,6,Above-50-Yrs,2005
0,0,PUDUCHERRY,Victims of Other Rape,6,Between-10-14-Yrs,2005
0,0,PUDUCHERRY,Victims of Other Rape,6,Between-30-50-Yrs,2005
0,0,PUNJAB,Total Rape Victims,398,Above-50-Yrs,2005
0,0,PUNJAB,Victims of Incest Rape,50,Above-50-Yrs,2005
0,0,PUNJAB,Victims of Other Rape,348,Above-50-Yrs,2005
0,0,RAJASTHAN,Victims of Incest Rape,33,Above-50-Yrs,2005
0,0,RAJASTHAN,Victims of Incest Rape,33,Upto-10-Yrs,2005
0,0,SIKKIM,Total Rape Victims,18,Above-50-Yrs,2005
0,0,SIKKIM,Victims of Incest Rape,1,Above-50-Yrs,2005
0,0,SIKKIM,Victims of Incest Rape,1,Between-14-18-Yrs,2005
0,0,SIKKIM,Victims of Incest Rape,1,Between-18-30-Yrs,2005
0,0,SIKKIM,Victims of Incest Rape,1,Between-30-50-Yrs,2005
0,0,SIKKIM,Victims of Incest Rape,1,Upto-10-Yrs,2005
0,0,SIKKIM,Victims of Other Rape,17,Above-50-Yrs,2005
0,0,TAMIL NADU,Total Rape Victims,571,Above-50-Yrs,2005
0,0,TAMIL NADU,Victims of Incest Rape,11,Above-50-Yrs,2005
0,0,TAMIL NADU,Victims of Incest Rape,11,Between-10-14-Yrs,2005
0,0,TAMIL NADU,Victims of Incest Rape,11,Between-14-18-Yrs,2005
0,0,TAMIL NADU,Victims of Other Rape,560,Above-50-Yrs,2005
0,0,TRIPURA,Total Rape Victims,162,Above-50-Yrs,2005
0,0,TRIPURA,Victims of Incest Rape,0,Above-50-Yrs,2005
0,0,TRIPURA,Victims of Incest Rape,0,Between-10-14-Yrs,2005
0,0,TRIPURA,Victims of Incest Rape,0,Between-14-18-Yrs,2005
0,0,TRIPURA,Victims of Incest Rape,0,Between-18-30-Yrs,2005
0,0,TRIPURA,Victims of Incest Rape,0,Between-30-50-Yrs,2005
0,0,TRIPURA,Victims of Incest Rape,0,Upto-10-Yrs,2005
0,0,TRIPURA,Victims of Other Rape,162,Above-50-Yrs,2005
0,0,UTTAR PRADESH,Victims of Incest Rape,70,Above-50-Yrs,2005
0,0,UTTAR PRADESH,Victims of Incest Rape,70,Between-10-14-Yrs,2005
0,0,UTTAR PRADESH,Victims of Incest Rape,70,Between-30-50-Yrs,2005
0,0,UTTAR PRADESH,Victims of Incest Rape,70,Upto-10-Yrs,2005
0,0,UTTARAKHAND,Total Rape Victims,133,Above-50-Yrs,2005
0,0,UTTARAKHAND,Victims of Incest Rape,3,Above-50-Yrs,2005
0,0,UTTARAKHAND,Victims of Incest Rape,3,Between-10-14-Yrs,2005
0,0,UTTARAKHAND,Victims of Incest Rape,3,Between-14-18-Yrs,2005
0,0,UTTARAKHAND,Victims of Incest Rape,3,Upto-10-Yrs,2005
0,0,UTTARAKHAND,Victims of Other Rape,130,Above-50-Yrs,2005
0,0,WEST BENGAL,Total Rape Victims,1686,Between-10-14-Yrs,2005
0,0,WEST BENGAL,Victims of Incest Rape,36,Above-50-Yrs,2005
0,0,WEST BENGAL,Victims of Incest Rape,36,Between-10-14-Yrs,2005
0,0,WEST BENGAL,Victims of Incest Rape,36,Between-14-18-Yrs,2005
0,0,WEST BENGAL,Victims of Incest Rape,36,Upto-10-Yrs,2005
0,0,WEST BENGAL,Victims of Other Rape,1650,Between-10-14-Yrs,2005
1,1,ASSAM,Victims of Incest Rape,7,Above-50-Yrs,2005
1,1,ASSAM,Victims of Incest Rape,7,Between-10-14-Yrs,2005
1,1,CHANDIGARH,Victims of Incest Rape,1,Between-14-18-Yrs,2005
1,1,CHHATTISGARH,Victims of Incest Rape,110,Upto-10-Yrs,2005
1,1,DAMAN & DIU,Total Rape Victims,2,Between-10-14-Yrs,2005
1,1,DAMAN & DIU,Total Rape Victims,2,Between-30-50-Yrs,2005
1,1,DAMAN & DIU,Victims of Other Rape,2,Between-10-14-Yrs,2005
1,1,DAMAN & DIU,Victims of Other Rape,2,Between-30-50-Yrs,2005
1,1,GOA,Total Rape Victims,20,Between-30-50-Yrs,2005
1,1,GOA,Victims of Incest Rape,1,Upto-10-Yrs,2005
1,1,GOA,Victims of Other Rape,19,Between-30-50-Yrs,2005
1,1,HIMACHAL PRADESH,Victims of Incest Rape,5,Between-10-14-Yrs,2005
1,1,JAMMU & KASHMIR,Total Rape Victims,201,Upto-10-Yrs,2005
1,1,JAMMU & KASHMIR,Victims of Other Rape,201,Upto-10-Yrs,2005
1,1,JHARKHAND,Total Rape Victims,753,Above-50-Yrs,2005
1,1,JHARKHAND,Victims of Other Rape,633,Above-50-Yrs,2005
1,1,KERALA,Victims of Incest Rape,12,Above-50-Yrs,2005
1,1,KERALA,Victims of Incest Rape,12,Between-10-14-Yrs,2005
1,1,KERALA,Victims of Incest Rape,12,Upto-10-Yrs,2005
1,1,MADHYA PRADESH,Victims of Incest Rape,141,Above-50-Yrs,2005
1,1,MANIPUR,Total Rape Victims,25,Between-10-14-Yrs,2005
1,1,MANIPUR,Victims of Incest Rape,1,Between-30-50-Yrs,2005
1,1,MANIPUR,Victims of Other Rape,24,Between-10-14-Yrs,2005
1,1,MEGHALAYA,Victims of Incest Rape,4,Upto-10-Yrs,2005
1,1,ODISHA,Victims of Incest Rape,7,Between-30-50-Yrs,2005
1,1,PUDUCHERRY,Total Rape Victims,6,Upto-10-Yrs,2005
1,1,PUDUCHERRY,Victims of Other Rape,6,Upto-10-Yrs,2005
1,1,PUNJAB,Victims of Incest Rape,50,Between-10-14-Yrs,2005
1,1,SIKKIM,Victims of Incest Rape,1,Between-10-14-Yrs,2005
1,1,TAMIL NADU,Victims of Incest Rape,11,Upto-10-Yrs,2005
1,1,UTTARAKHAND,Victims of Incest Rape,3,Between-30-50-Yrs,2005
1,1,WEST BENGAL,Total Rape Victims,1686,Above-50-Yrs,2005
1,1,WEST BENGAL,Victims of Other Rape,1650,Above-50-Yrs,2005
2,2,ANDAMAN & NICOBAR ISLANDS,Total Rape Victims,4,Between-14-18-Yrs,2005
2,2,ANDAMAN & NICOBAR ISLANDS,Total Rape Victims,4,Between-18-30-Yrs,2005
2,2,ANDAMAN & NICOBAR ISLANDS,Victims of Other Rape,4,Between-14-18-Yrs,2005
2,2,ANDAMAN & NICOBAR ISLANDS,Victims of Other Rape,4,Between-18-30-Yrs,2005
2,2,ANDHRA PRADESH,Victims of Incest Rape,18,Upto-10-Yrs,2005
2,2,ARUNACHAL PRADESH,Total Rape Victims,35,Between-14-18-Yrs,2005
2,2,ARUNACHAL PRADESH,Victims of Other Rape,35,Between-14-18-Yrs,2005
2,2,ASSAM,Victims of Incest Rape,7,Between-30-50-Yrs,2005
2,2,BIHAR,Total Rape Victims,1147,Between-14-18-Yrs,2005
2,2,BIHAR,Victims of Incest Rape,10,Between-30-50-Yrs,2005
2,2,BIHAR,Victims of Other Rape,1137,Between-14-18-Yrs,2005
2,2,DELHI,Total Rape Victims,658,Above-50-Yrs,2005
2,2,DELHI,Victims of Incest Rape,32,Between-18-30-Yrs,2005
2,2,DELHI,Victims of Other Rape,626,Above-50-Yrs,2005
2,2,GUJARAT,Victims of Incest Rape,19,Upto-10-Yrs,2005
2,2,HARYANA,Victims of Incest Rape,15,Between-30-50-Yrs,2005
2,2,HIMACHAL PRADESH,Total Rape Victims,141,Above-50-Yrs,2005
2,2,HIMACHAL PRADESH,Victims of Incest Rape,5,Between-14-18-Yrs,2005
2,2,HIMACHAL PRADESH,Victims of Incest Rape,5,Between-18-30-Yrs,2005
2,2,HIMACHAL PRADESH,Victims of Other Rape,136,Above-50-Yrs,2005
2,2,JAMMU & KASHMIR,Total Rape Victims,201,Above-50-Yrs,2005
2,2,JAMMU & KASHMIR,Victims of Other Rape,201,Above-50-Yrs,2005
2,2,JHARKHAND,Victims of Incest Rape,120,Upto-10-Yrs,2005
2,2,KARNATAKA,Victims of Incest Rape,5,Between-30-50-Yrs,2005
2,2,MAHARASHTRA,Total Rape Victims,1545,Above-50-Yrs,2005
2,2,MAHARASHTRA,Victims of Other Rape,1507,Above-50-Yrs,2005
2,2,NAGALAND,Total Rape Victims,17,Between-30-50-Yrs,2005
2,2,NAGALAND,Victims of Other Rape,17,Between-30-50-Yrs,2005
2,2,PUDUCHERRY,Total Rape Victims,6,Between-14-18-Yrs,2005
2,2,PUDUCHERRY,Victims of Other Rape,6,Between-14-18-Yrs,2005
2,2,PUNJAB,Victims of Incest Rape,50,Upto-10-Yrs,2005
2,2,SIKKIM,Total Rape Victims,18,Between-18-30-Yrs,2005
2,2,SIKKIM,Total Rape Victims,18,Between-30-50-Yrs,2005
2,2,SIKKIM,Victims of Other Rape,17,Between-18-30-Yrs,2005
2,2,SIKKIM,Victims of Other Rape,17,Between-30-50-Yrs,2005
2,2,TAMIL NADU,Victims of Incest Rape,11,Between-30-50-Yrs,2005
2,2,UTTARAKHAND,Victims of Incest Rape,3,Between-18-30-Yrs,2005
3,3,ARUNACHAL PRADESH,Total Rape Victims,35,Upto-10-Yrs,2005
3,3,ARUNACHAL PRADESH,Victims of Other Rape,35,Upto-10-Yrs,2005
3,3,ASSAM,Victims of Incest Rape,7,Between-18-30-Yrs,2005
3,3,GOA,Victims of Other Rape,19,Upto-10-Yrs,2005
3,3,HARYANA,Victims of Incest Rape,15,Between-14-18-Yrs,2005
3,3,JAMMU & KASHMIR,Total Rape Victims,201,Between-14-18-Yrs,2005
3,3,JAMMU & KASHMIR,Victims of Other Rape,201,Between-14-18-Yrs,2005
3,3,JHARKHAND,Victims of Other Rape,633,Between-10-14-Yrs,2005
3,3,KARNATAKA,Victims of Incest Rape,5,Between-18-30-Yrs,2005
3,3,MAHARASHTRA,Victims of Incest Rape,38,Between-30-50-Yrs,2005
3,3,MAHARASHTRA,Victims of Incest Rape,38,Upto-10-Yrs,2005
3,3,MANIPUR,Total Rape Victims,25,Upto-10-Yrs,2005
3,3,MANIPUR,Victims of Other Rape,24,Upto-10-Yrs,2005
3,3,MEGHALAYA,Victims of Incest Rape,4,Between-14-18-Yrs,2005
3,3,NAGALAND,Total Rape Victims,17,Upto-10-Yrs,2005
3,3,NAGALAND,Victims of Other Rape,17,Upto-10-Yrs,2005
3,3,ODISHA,Total Rape Victims,799,Above-50-Yrs,2005
3,3,ODISHA,Victims of Other Rape,792,Above-50-Yrs,2005
3,3,PUDUCHERRY,Total Rape Victims,6,Between-18-30-Yrs,2005
3,3,PUDUCHERRY,Victims of Other Rape,6,Between-18-30-Yrs,2005
3,3,TRIPURA,Total Rape Victims,162,Upto-10-Yrs,2005
3,3,TRIPURA,Victims of Other Rape,162,Upto-10-Yrs,2005
3,3,UTTARAKHAND,Total Rape Victims,133,Between-10-14-Yrs,2005
3,3,UTTARAKHAND,Total Rape Victims,133,Upto-10-Yrs,2005
3,3,UTTARAKHAND,Victims of Other Rape,130,Between-10-14-Yrs,2005
3,3,UTTARAKHAND,Victims of Other Rape,130,Upto-10-Yrs,2005
3,3,WEST BENGAL,Total Rape Victims,1686,Between-14-18-Yrs,2005
3,3,WEST BENGAL,Total Rape Victims,1686,Upto-10-Yrs,2005
3,3,WEST BENGAL,Victims of Other Rape,1650,Between-14-18-Yrs,2005
3,3,WEST BENGAL,Victims of Other Rape,1650,Upto-10-Yrs,2005
4,4,ANDHRA PRADESH,Victims of Incest Rape,18,Between-10-14-Yrs,2005
4,4,CHANDIGARH,Total Rape Victims,33,Between-10-14-Yrs,2005
4,4,CHANDIGARH,Victims of Other Rape,32,Between-10-14-Yrs,2005
4,4,GOA,Total Rape Victims,20,Between-10-14-Yrs,2005
4,4,GOA,Total Rape Victims,20,Between-18-30-Yrs,2005
4,4,GOA,Total Rape Victims,20,Upto-10-Yrs,2005
4,4,GOA,Victims of Other Rape,19,Between-10-14-Yrs,2005
4,4,GOA,Victims of Other Rape,19,Between-18-30-Yrs,2005
4,4,GUJARAT,Victims of Incest Rape,19,Between-10-14-Yrs,2005
4,4,JHARKHAND,Victims of Incest Rape,120,Between-10-14-Yrs,2005
4,4,JHARKHAND,Victims of Other Rape,633,Between-14-18-Yrs,2005
4,4,JHARKHAND,Victims of Other Rape,633,Upto-10-Yrs,2005
4,4,KERALA,Victims of Incest Rape,12,Between-14-18-Yrs,2005
4,4,MEGHALAYA,Total Rape Victims,63,Between-30-50-Yrs,2005
4,4,MEGHALAYA,Victims of Other Rape,59,Between-30-50-Yrs,2005
4,4,SIKKIM,Total Rape Victims,18,Upto-10-Yrs,2005
4,4,SIKKIM,Victims of Other Rape,17,Between-10-14-Yrs,2005
4,4,SIKKIM,Victims of Other Rape,17,Upto-10-Yrs,2005
4,4,TRIPURA,Total Rape Victims,162,Between-14-18-Yrs,2005
4,4,TRIPURA,Victims of Other Rape,162,Between-14-18-Yrs,2005
5,5,ARUNACHAL PRADESH,Total Rape Victims,35,Between-10-14-Yrs,2005
5,5,ARUNACHAL PRADESH,Victims of Other Rape,35,Between-10-14-Yrs,2005
5,5,CHANDIGARH,Total Rape Victims,33,Between-18-30-Yrs,2005
5,5,CHANDIGARH,Victims of Other Rape,32,Between-18-30-Yrs,2005
5,5,D&N HAVELI,Total Rape Victims,5,Between-18-30-Yrs,2005
5,5,D&N HAVELI,Victims of Other Rape,5,Between-18-30-Yrs,2005
5,5,GUJARAT,Victims of Incest Rape,19,Between-14-18-Yrs,2005
5,5,KERALA,Victims of Incest Rape,12,Between-18-30-Yrs,2005
5,5,MAHARASHTRA,Victims of Incest Rape,38,Between-10-14-Yrs,2005
5,5,RAJASTHAN,Victims of Incest Rape,33,Between-10-14-Yrs,2005
5,5,SIKKIM,Total Rape Victims,18,Between-10-14-Yrs,2005
5,5,UTTAR PRADESH,Total Rape Victims,1217,Above-50-Yrs,2005
5,5,UTTAR PRADESH,Victims of Other Rape,1147,Above-50-Yrs,2005
5,5,WEST BENGAL,Victims of Incest Rape,36,Between-30-50-Yrs,2005
6,6,ANDHRA PRADESH,Total Rape Victims,935,Above-50-Yrs,2005
6,6,ANDHRA PRADESH,Victims of Incest Rape,18,Between-18-30-Yrs,2005
6,6,ANDHRA PRADESH,Victims of Incest Rape,18,Between-30-50-Yrs,2005
6,6,ANDHRA PRADESH,Victims of Other Rape,917,Above-50-Yrs,2005
6,6,BIHAR,Total Rape Victims,1147,Between-10-14-Yrs,2005
6,6,BIHAR,Victims of Other Rape,1137,Between-10-14-Yrs,2005
6,6,HARYANA,Total Rape Victims,461,Above-50-Yrs,2005
6,6,HARYANA,Victims of Other Rape,446,Above-50-Yrs,2005
6,6,JHARKHAND,Total Rape Victims,753,Upto-10-Yrs,2005
6,6,MANIPUR,Victims of Other Rape,24,Between-30-50-Yrs,2005
6,6,ODISHA,Victims of Incest Rape,7,Between-18-30-Yrs,2005
7,7,CHANDIGARH,Total Rape Victims,33,Between-30-50-Yrs,2005
7,7,CHANDIGARH,Total Rape Victims,33,Upto-10-Yrs,2005
7,7,CHANDIGARH,Victims of Other Rape,32,Between-30-50-Yrs,2005
7,7,CHANDIGARH,Victims of Other Rape,32,Upto-10-Yrs,2005
7,7,GOA,Total Rape Victims,20,Between-14-18-Yrs,2005
7,7,GOA,Victims of Other Rape,19,Between-14-18-Yrs,2005
7,7,JHARKHAND,Total Rape Victims,753,Between-10-14-Yrs,2005
7,7,KERALA,Victims of Other Rape,466,Above-50-Yrs,2005
7,7,MANIPUR,Total Rape Victims,25,Between-30-50-Yrs,2005
7,7,MIZORAM,Total Rape Victims,37,Between-18-30-Yrs,2005
7,7,MIZORAM,Victims of Other Rape,37,Between-18-30-Yrs,2005
7,7,PUNJAB,Victims of Other Rape,348,Upto-10-Yrs,2005
7,7,RAJASTHAN,Victims of Incest Rape,33,Between-30-50-Yrs,2005
7,7,SIKKIM,Total Rape Victims,18,Between-14-18-Yrs,2005
7,7,SIKKIM,Victims of Other Rape,17,Between-14-18-Yrs,2005
8,8,BIHAR,Victims of Incest Rape,10,Between-18-30-Yrs,2005
8,8,GUJARAT,Victims of Incest Rape,19,Between-18-30-Yrs,2005
8,8,JHARKHAND,Victims of Incest Rape,120,Between-14-18-Yrs,2005
8,8,KERALA,Total Rape Victims,478,Above-50-Yrs,2005
8,8,MEGHALAYA,Total Rape Victims,63,Between-18-30-Yrs,2005
8,8,MEGHALAYA,Victims of Other Rape,59,Between-18-30-Yrs,2005
8,8,MEGHALAYA,Victims of Other Rape,59,Upto-10-Yrs,2005
8,8,TAMIL NADU,Victims of Incest Rape,11,Between-18-30-Yrs,2005
9,9,CHANDIGARH,Victims of Other Rape,32,Between-14-18-Yrs,2005
9,9,DELHI,Victims of Incest Rape,32,Between-10-14-Yrs,2005
9,9,MADHYA PRADESH,Victims of Incest Rape,141,Upto-10-Yrs,2005
9,9,MEGHALAYA,Total Rape Victims,63,Upto-10-Yrs,2005
9,9,PUNJAB,Total Rape Victims,398,Upto-10-Yrs,2005
10,10,CHANDIGARH,Total Rape Victims,33,Between-14-18-Yrs,2005
10,10,CHHATTISGARH,Victims of Incest Rape,110,Between-10-14-Yrs,2005
10,10,DELHI,Victims of Incest Rape,32,Between-14-18-Yrs,2005
10,10,HARYANA,Victims of Incest Rape,15,Between-18-30-Yrs,2005
10,10,MEGHALAYA,Total Rape Victims,63,Between-10-14-Yrs,2005
10,10,MEGHALAYA,Victims of Other Rape,59,Between-10-14-Yrs,2005
10,10,ODISHA,Total Rape Victims,799,Between-14-18-Yrs,2005
10,10,ODISHA,Victims of Other Rape,792,Between-14-18-Yrs,2005
10,10,RAJASTHAN,Victims of Incest Rape,33,Between-14-18-Yrs,2005
11,11,DELHI,Victims of Incest Rape,32,Upto-10-Yrs,2005
11,11,HIMACHAL PRADESH,Total Rape Victims,141,Upto-10-Yrs,2005
11,11,HIMACHAL PRADESH,Victims of Other Rape,136,Upto-10-Yrs,2005
11,11,PUNJAB,Victims of Incest Rape,50,Between-14-18-Yrs,2005
11,11,PUNJAB,Victims of Incest Rape,50,Between-30-50-Yrs,2005
11,11,RAJASTHAN,Victims of Incest Rape,33,Between-18-30-Yrs,2005
12,12,JHARKHAND,Total Rape Victims,753,Between-14-18-Yrs,2005
12,12,NAGALAND,Total Rape Victims,17,Between-18-30-Yrs,2005
12,12,NAGALAND,Victims of Other Rape,17,Between-18-30-Yrs,2005
12,12,PUNJAB,Victims of Other Rape,348,Between-14-18-Yrs,2005
12,12,UTTARAKHAND,Total Rape Victims,133,Between-14-18-Yrs,2005
12,12,UTTARAKHAND,Victims of Other Rape,130,Between-14-18-Yrs,2005
13,13,KARNATAKA,Total Rape Victims,343,Between-10-14-Yrs,2005
13,13,KARNATAKA,Victims of Other Rape,338,Between-10-14-Yrs,2005
