AGE_GROUP,COUNT,CRIME,GENDER,STATE_UT,Total_Juvenile,YEAR
16-18 Years,3,Kidnapping,Boys,RAJASTHAN,3,2002
16-18 Years,3,Kidnapping,Boys,UTTAR PRADESH,3,2003
16-18 Years,3,Kidnapping,Boys,UTTAR PRADESH,3,2005
16-18 Years,3,Kidnapping,Boys,UTTARAKHAND,3,2007
16-18 Years,3,Kidnapping,Boys,UTTARAKHAND,3,2009
16-18 Years,3,Kidnapping,Boys,WEST BENGAL,6,2007
16-18 Years,3,Kidnapping,Boys,WEST BENGAL,3,2008
16-18 Years,3,Kidnapping,Girls,BIHAR,3,2007
16-18 Years,3,Kidnapping,Girls,GUJARAT,3,2003
16-18 Years,3,Kidnapping,Girls,KERALA,6,2004
16-18 Years,3,Kidnapping,Girls,MAHARASHTRA,3,2009
16-18 Years,3,Kidnapping,Girls,MEGHALAYA,3,2008
16-18 Years,3,Kidnapping,Girls,ODISHA,3,2008
16-18 Years,3,Murder,Boys,ANDHRA PRADESH,3,2002
16-18 Years,3,Murder,Boys,GOA,3,2003
16-18 Years,3,Murder,Boys,JHARKHAND,3,2001
16-18 Years,3,Murder,Boys,MEGHALAYA,3,2001
16-18 Years,3,Murder,Boys,MEGHALAYA,3,2006
16-18 Years,3,Murder,Boys,PUDUCHERRY,3,2003
16-18 Years,3,Murder,Boys,SIKKIM,3,2003
16-18 Years,3,Murder,Boys,UTTARAKHAND,3,2006
16-18 Years,3,Murder,Girls,CHHATTISGARH,3,2003
16-18 Years,3,Murder,Girls,GUJARAT,3,2003
16-18 Years,3,Murder,Girls,HARYANA,3,2003
16-18 Years,3,Murder,Girls,JHARKHAND,3,2005
16-18 Years,3,Murder,Girls,MADHYA PRADESH,3,2001
16-18 Years,3,Murder,Girls,MADHYA PRADESH,3,2006
16-18 Years,3,Rape,Boys,ARUNACHAL PRADESH,3,2009
16-18 Years,3,Rape,Boys,ARUNACHAL PRADESH,3,2010
16-18 Years,3,Rape,Boys,ASSAM,3,2005
16-18 Years,3,Rape,Boys,CHANDIGARH,3,2009
16-18 Years,3,Rape,Boys,GOA,3,2009
16-18 Years,3,Rape,Boys,JHARKHAND,3,2010
16-18 Years,3,Rape,Boys,KARNATAKA,3,2009
16-18 Years,3,Rape,Boys,KARNATAKA,3,2010
16-18 Years,3,Rape,Boys,MEGHALAYA,3,2002
16-18 Years,3,Rape,Boys,MEGHALAYA,3,2007
16-18 Years,3,Rape,Boys,MIZORAM,3,2003
16-18 Years,3,Rape,Boys,PUNJAB,3,2007
16-18 Years,3,Rape,Boys,PUNJAB,3,2008
16-18 Years,3,Rape,Boys,UTTAR PRADESH,3,2005
16-18 Years,3,Rape,Boys,WEST BENGAL,3,2003
16-18 Years,3,Rape,Boys,WEST BENGAL,3,2004
16-18 Years,3,Rape,Girls,MADHYA PRADESH,3,2004
16-18 Years,3,Rape,Girls,MADHYA PRADESH,3,2005
16-18 Years,3,Robbery,Boys,ARUNACHAL PRADESH,3,2001
16-18 Years,3,Robbery,Boys,ASSAM,3,2006
16-18 Years,3,Robbery,Boys,BIHAR,3,2004
16-18 Years,3,Robbery,Boys,CHHATTISGARH,3,2003
16-18 Years,3,Robbery,Boys,KARNATAKA,3,2009
16-18 Years,3,Robbery,Boys,KERALA,3,2003
16-18 Years,3,Robbery,Boys,ODISHA,3,2001
16-18 Years,3,Robbery,Boys,ODISHA,3,2002
16-18 Years,3,Robbery,Boys,ODISHA,3,2005
16-18 Years,3,Robbery,Boys,RAJASTHAN,3,2001
16-18 Years,3,Robbery,Boys,SIKKIM,3,2006
16-18 Years,3,Robbery,Boys,TAMIL NADU,3,2004
16-18 Years,3,Robbery,Boys,UTTAR PRADESH,3,2001
16-18 Years,3,Robbery,Boys,UTTAR PRADESH,3,2006
16-18 Years,3,Robbery,Girls,GUJARAT,3,2005
16-18 Years,3,Robbery,Girls,MAHARASHTRA,3,2009
16-18 Years,3,Robbery,Girls,RAJASTHAN,3,2007
16-18 Years,3,Theft,Boys,D&N HAVELI,3,2005
16-18 Years,3,Theft,Boys,DAMAN & DIU,3,2008
16-18 Years,3,Theft,Boys,HIMACHAL PRADESH,3,2001
16-18 Years,3,Theft,Boys,HIMACHAL PRADESH,3,2004
16-18 Years,3,Theft,Boys,NAGALAND,3,2001
16-18 Years,3,Theft,Boys,NAGALAND,3,2009
16-18 Years,3,Theft,Boys,SIKKIM,3,2003
16-18 Years,3,Theft,Boys,SIKKIM,3,2004
16-18 Years,3,Theft,Boys,WEST BENGAL,3,2004
16-18 Years,3,Theft,Girls,DELHI UT,3,2001
16-18 Years,3,Theft,Girls,DELHI UT,3,2002
16-18 Years,3,Theft,Girls,HARYANA,3,2001
16-18 Years,3,Theft,Girls,KARNATAKA,3,2007
16-18 Years,3,Theft,Girls,KERALA,3,2007
16-18 Years,3,Theft,Girls,MEGHALAYA,3,2007
16-18 Years,3,Theft,Girls,MIZORAM,3,2001
16-18 Years,3,Theft,Girls,RAJASTHAN,3,2003
16-18 Years,3,Theft,Girls,RAJASTHAN,3,2010
16-18 Years,3,Total IPC Crimes,Boys,ANDAMAN & NICOBAR ISLANDS,3,2003
16-18 Years,3,Total IPC Crimes,Boys,NAGALAND,3,2001
16-18 Years,3,Total IPC Crimes,Boys,UTTAR PRADESH,3,2010
16-18 Years,3,Total IPC Crimes,Girls,ANDAMAN & NICOBAR ISLANDS,3,2006
16-18 Years,3,Total IPC Crimes,Girls,CHHATTISGARH,3,2002
16-18 Years,3,Total IPC Crimes,Girls,DELHI UT,3,2009
16-18 Years,3,Total IPC Crimes,Girls,GOA,3,2008
16-18 Years,3,Total IPC Crimes,Girls,HIMACHAL PRADESH,3,2008
16-18 Years,3,Total IPC Crimes,Girls,JHARKHAND,3,2003
16-18 Years,3,Total IPC Crimes,Girls,JHARKHAND,3,2004
16-18 Years,3,Total IPC Crimes,Girls,KARNATAKA,3,2002
16-18 Years,3,Total IPC Crimes,Girls,KARNATAKA,3,2009
16-18 Years,3,Total IPC Crimes,Girls,KERALA,3,2001
16-18 Years,3,Total IPC Crimes,Girls,MEGHALAYA,3,2008
16-18 Years,3,Total IPC Crimes,Girls,MIZORAM,3,2001
16-18 Years,3,Total IPC Crimes,Girls,MIZORAM,3,2006
16-18 Years,3,Total IPC Crimes,Girls,SIKKIM,3,2008
16-18 Years,3,Total IPC Crimes,Girls,SIKKIM,3,2009
16-18 Years,3,Total IPC Crimes,Girls,TRIPURA,3,2008
16-18 Years,3,Total IPC Crimes,Girls,UTTAR PRADESH,3,2005
16-18 Years,3,Total IPC Crimes,Girls,WEST BENGAL,3,2006
16-18 Years,4,Burglary,Boys,ANDAMAN & NICOBAR ISLANDS,4,2010
16-18 Years,4,Burglary,Boys,BIHAR,4,2001
16-18 Years,4,Burglary,Boys,D&N HAVELI,4,2010
16-18 Years,4,Burglary,Boys,HIMACHAL PRADESH,4,2003
16-18 Years,4,Burglary,Boys,PUDUCHERRY,4,2003
16-18 Years,4,Burglary,Boys,SIKKIM,4,2005
16-18 Years,4,Burglary,Boys,SIKKIM,4,2008
16-18 Years,4,Burglary,Boys,TRIPURA,4,2009
16-18 Years,4,Burglary,Boys,UTTAR PRADESH,4,2004
16-18 Years,4,Burglary,Boys,UTTAR PRADESH,4,2005
16-18 Years,4,Burglary,Girls,HARYANA,4,2009
16-18 Years,4,Burglary,Girls,MADHYA PRADESH,4,2009
16-18 Years,4,Cruelty by Husband or Relatives,Boys,CHHATTISGARH,4,2001
16-18 Years,4,Cruelty by Husband or Relatives,Boys,CHHATTISGARH,4,2010
16-18 Years,4,Cruelty by Husband or Relatives,Boys,HARYANA,4,2010
16-18 Years,4,Cruelty by Husband or Relatives,Boys,RAJASTHAN,4,2006
16-18 Years,4,Cruelty by Husband or Relatives,Boys,RAJASTHAN,4,2008
16-18 Years,4,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,4,2008
16-18 Years,4,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,4,2009
16-18 Years,4,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,4,2003
16-18 Years,4,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,4,2004
16-18 Years,4,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,4,2010
16-18 Years,4,Cruelty by Husband or Relatives,Girls,BIHAR,4,2009
16-18 Years,4,Cruelty by Husband or Relatives,Girls,CHHATTISGARH,4,2005
16-18 Years,4,Cruelty by Husband or Relatives,Girls,UTTAR PRADESH,4,2006
16-18 Years,4,Cruelty by Husband or Relatives,Girls,UTTAR PRADESH,4,2008
16-18 Years,4,Dacoity,Boys,ANDHRA PRADESH,4,2007
16-18 Years,4,Dacoity,Boys,ANDHRA PRADESH,4,2010
16-18 Years,4,Dacoity,Boys,ASSAM,4,2002
16-18 Years,4,Dacoity,Boys,ASSAM,4,2009
16-18 Years,4,Dacoity,Boys,BIHAR,4,2003
16-18 Years,4,Dacoity,Boys,CHHATTISGARH,4,2003
16-18 Years,4,Dacoity,Boys,DELHI UT,4,2009
16-18 Years,4,Dacoity,Boys,GUJARAT,4,2010
16-18 Years,4,Dacoity,Boys,HARYANA,4,2006
16-18 Years,4,Dacoity,Boys,JHARKHAND,4,2001
16-18 Years,4,Dacoity,Boys,JHARKHAND,4,2007
16-18 Years,4,Dacoity,Boys,MADHYA PRADESH,4,2010
16-18 Years,4,Dacoity,Boys,ODISHA,4,2005
16-18 Years,4,Dowry Deaths,Boys,BIHAR,4,2009
16-18 Years,4,Dowry Deaths,Boys,DELHI UT,4,2005
16-18 Years,4,Dowry Deaths,Boys,HARYANA,4,2002
16-18 Years,4,Dowry Deaths,Boys,HARYANA,4,2007
16-18 Years,4,Dowry Deaths,Boys,HARYANA,4,2009
16-18 Years,4,Dowry Deaths,Boys,MADHYA PRADESH,4,2007
16-18 Years,4,Dowry Deaths,Boys,RAJASTHAN,4,2002
16-18 Years,4,Dowry Deaths,Boys,RAJASTHAN,4,2009
16-18 Years,4,Dowry Deaths,Boys,RAJASTHAN,4,2010
16-18 Years,4,Dowry Deaths,Girls,CHHATTISGARH,4,2006
16-18 Years,4,Dowry Deaths,Girls,MAHARASHTRA,4,2001
16-18 Years,4,Dowry Deaths,Girls,MAHARASHTRA,4,2003
16-18 Years,4,Dowry Deaths,Girls,MAHARASHTRA,4,2006
16-18 Years,4,Dowry Deaths,Girls,RAJASTHAN,4,2006
16-18 Years,4,Dowry Deaths,Girls,RAJASTHAN,4,2008
16-18 Years,4,Dowry Deaths,Girls,UTTAR PRADESH,4,2001
16-18 Years,4,Dowry Deaths,Girls,UTTAR PRADESH,4,2008
16-18 Years,4,Kidnapping,Boys,ANDHRA PRADESH,4,2003
16-18 Years,4,Kidnapping,Boys,ASSAM,4,2002
16-18 Years,4,Kidnapping,Boys,ASSAM,4,2003
16-18 Years,4,Kidnapping,Boys,ASSAM,4,2004
16-18 Years,4,Kidnapping,Boys,DELHI UT,4,2002
16-18 Years,4,Kidnapping,Boys,HIMACHAL PRADESH,4,2004
16-18 Years,4,Kidnapping,Boys,JHARKHAND,4,2001
16-18 Years,4,Kidnapping,Boys,JHARKHAND,4,2002
16-18 Years,4,Kidnapping,Boys,JHARKHAND,4,2005
16-18 Years,4,Kidnapping,Boys,KARNATAKA,4,2007
16-18 Years,4,Kidnapping,Boys,MADHYA PRADESH,4,2001
16-18 Years,4,Kidnapping,Boys,MADHYA PRADESH,4,2007
16-18 Years,4,Kidnapping,Boys,MAHARASHTRA,4,2001
16-18 Years,4,Kidnapping,Boys,MAHARASHTRA,4,2004
16-18 Years,4,Kidnapping,Boys,MEGHALAYA,4,2008
16-18 Years,4,Kidnapping,Boys,NAGALAND,8,2010
16-18 Years,4,Kidnapping,Boys,ODISHA,4,2005
16-18 Years,4,Kidnapping,Boys,ODISHA,8,2006
16-18 Years,4,Kidnapping,Boys,PUNJAB,4,2005
16-18 Years,4,Kidnapping,Boys,RAJASTHAN,4,2004
16-18 Years,4,Kidnapping,Boys,RAJASTHAN,4,2005
16-18 Years,4,Kidnapping,Boys,TAMIL NADU,4,2007
16-18 Years,4,Kidnapping,Boys,TAMIL NADU,4,2009
16-18 Years,4,Kidnapping,Boys,UTTAR PRADESH,4,2007
16-18 Years,4,Kidnapping,Girls,ANDHRA PRADESH,8,2002
16-18 Years,4,Kidnapping,Girls,GUJARAT,4,2010
16-18 Years,4,Kidnapping,Girls,MADHYA PRADESH,4,2002
16-18 Years,4,Kidnapping,Girls,MADHYA PRADESH,4,2006
16-18 Years,4,Kidnapping,Girls,MAHARASHTRA,4,2007
16-18 Years,4,Kidnapping,Girls,MAHARASHTRA,4,2008
16-18 Years,4,Kidnapping,Girls,MAHARASHTRA,4,2010
16-18 Years,4,Murder,Boys,BIHAR,4,2002
16-18 Years,4,Murder,Boys,BIHAR,4,2006
16-18 Years,4,Murder,Boys,GOA,4,2004
16-18 Years,4,Murder,Boys,JHARKHAND,4,2010
16-18 Years,4,Murder,Boys,KARNATAKA,4,2005
16-18 Years,4,Murder,Boys,PUNJAB,4,2004
16-18 Years,4,Murder,Boys,PUNJAB,4,2006
16-18 Years,4,Murder,Boys,PUNJAB,4,2008
16-18 Years,4,Murder,Boys,SIKKIM,4,2001
16-18 Years,4,Murder,Boys,UTTARAKHAND,4,2007
16-18 Years,4,Murder,Boys,UTTARAKHAND,4,2009
16-18 Years,4,Murder,Girls,CHHATTISGARH,4,2009
16-18 Years,4,Murder,Girls,GOA,4,2009
16-18 Years,4,Murder,Girls,GUJARAT,4,2009
16-18 Years,4,Murder,Girls,MADHYA PRADESH,4,2002
16-18 Years,4,Murder,Girls,MADHYA PRADESH,4,2004
16-18 Years,4,Murder,Girls,MADHYA PRADESH,4,2005
16-18 Years,4,Murder,Girls,MADHYA PRADESH,4,2010
16-18 Years,4,Murder,Girls,MAHARASHTRA,4,2001
16-18 Years,4,Murder,Girls,RAJASTHAN,4,2001
16-18 Years,4,Murder,Girls,RAJASTHAN,4,2007
16-18 Years,4,Rape,Boys,ASSAM,4,2006
16-18 Years,4,Rape,Boys,GOA,4,2004
16-18 Years,4,Rape,Boys,HIMACHAL PRADESH,4,2002
16-18 Years,4,Rape,Boys,HIMACHAL PRADESH,4,2009
16-18 Years,4,Rape,Boys,MEGHALAYA,4,2010
16-18 Years,4,Rape,Boys,MIZORAM,4,2005
16-18 Years,4,Rape,Boys,SIKKIM,4,2010
16-18 Years,4,Rape,Boys,TAMIL NADU,4,2002
16-18 Years,4,Rape,Boys,UTTAR PRADESH,4,2004
16-18 Years,4,Rape,Boys,UTTARAKHAND,4,2006
16-18 Years,4,Rape,Boys,UTTARAKHAND,4,2009
16-18 Years,4,Robbery,Boys,ANDHRA PRADESH,4,2002
16-18 Years,4,Robbery,Boys,CHANDIGARH,4,2007
16-18 Years,4,Robbery,Boys,CHHATTISGARH,4,2001
16-18 Years,4,Robbery,Boys,CHHATTISGARH,4,2002
16-18 Years,4,Robbery,Boys,GUJARAT,4,2001
16-18 Years,4,Robbery,Boys,HARYANA,4,2010
16-18 Years,4,Robbery,Boys,KERALA,4,2004
16-18 Years,4,Robbery,Boys,ODISHA,4,2006
16-18 Years,4,Robbery,Boys,TAMIL NADU,4,2003
16-18 Years,4,Robbery,Boys,TAMIL NADU,4,2005
16-18 Years,4,Robbery,Boys,WEST BENGAL,4,2010
16-18 Years,4,Robbery,Girls,KARNATAKA,4,2003
16-18 Years,4,Theft,Boys,D&N HAVELI,4,2006
16-18 Years,4,Theft,Boys,D&N HAVELI,4,2010
16-18 Years,4,Theft,Boys,HIMACHAL PRADESH,4,2003
16-18 Years,4,Theft,Boys,TRIPURA,4,2009
16-18 Years,4,Theft,Boys,UTTAR PRADESH,4,2003
16-18 Years,4,Theft,Boys,WEST BENGAL,4,2003
16-18 Years,4,Theft,Girls,ANDHRA PRADESH,4,2007
16-18 Years,4,Theft,Girls,ANDHRA PRADESH,4,2008
16-18 Years,4,Theft,Girls,CHHATTISGARH,4,2010
16-18 Years,4,Theft,Girls,DELHI UT,4,2007
16-18 Years,4,Theft,Girls,GUJARAT,4,2007
16-18 Years,4,Theft,Girls,HARYANA,4,2009
16-18 Years,4,Theft,Girls,HARYANA,4,2010
16-18 Years,4,Theft,Girls,JHARKHAND,4,2008
16-18 Years,4,Theft,Girls,KERALA,4,2010
16-18 Years,4,Theft,Girls,MADHYA PRADESH,4,2008
16-18 Years,4,Theft,Girls,PUNJAB,4,2003
16-18 Years,4,Theft,Girls,RAJASTHAN,4,2005
16-18 Years,4,Theft,Girls,RAJASTHAN,4,2009
16-18 Years,4,Total IPC Crimes,Boys,CHANDIGARH,4,2001
16-18 Years,4,Total IPC Crimes,Boys,MIZORAM,4,2001
16-18 Years,4,Total IPC Crimes,Boys,MIZORAM,4,2009
16-18 Years,4,Total IPC Crimes,Boys,NAGALAND,4,2002
16-18 Years,4,Total IPC Crimes,Girls,ANDAMAN & NICOBAR ISLANDS,4,2008
16-18 Years,4,Total IPC Crimes,Girls,ANDAMAN & NICOBAR ISLANDS,4,2009
16-18 Years,4,Total IPC Crimes,Girls,GOA,4,2009
16-18 Years,4,Total IPC Crimes,Girls,GUJARAT,4,2010
16-18 Years,4,Total IPC Crimes,Girls,KARNATAKA,4,2006
16-18 Years,4,Total IPC Crimes,Girls,KERALA,4,2009
16-18 Years,4,Total IPC Crimes,Girls,ODISHA,4,2001
16-18 Years,4,Total IPC Crimes,Girls,ODISHA,4,2004
16-18 Years,4,Total IPC Crimes,Girls,PUDUCHERRY,4,2002
16-18 Years,4,Total IPC Crimes,Girls,PUDUCHERRY,4,2005
16-18 Years,4,Total IPC Crimes,Girls,PUDUCHERRY,4,2007
16-18 Years,4,Total IPC Crimes,Girls,PUDUCHERRY,4,2010
16-18 Years,4,Total IPC Crimes,Girls,RAJASTHAN,4,2010
16-18 Years,5,Burglary,Boys,ARUNACHAL PRADESH,5,2004
16-18 Years,5,Burglary,Boys,ARUNACHAL PRADESH,5,2007
16-18 Years,5,Burglary,Boys,BIHAR,5,2003
16-18 Years,5,Burglary,Boys,GOA,5,2001
16-18 Years,5,Burglary,Boys,GOA,5,2005
16-18 Years,5,Burglary,Boys,HIMACHAL PRADESH,5,2006
16-18 Years,5,Burglary,Boys,KARNATAKA,5,2001
16-18 Years,5,Burglary,Boys,MIZORAM,5,2003
16-18 Years,5,Burglary,Boys,PUDUCHERRY,5,2005
16-18 Years,5,Burglary,Boys,PUDUCHERRY,5,2006
16-18 Years,5,Burglary,Boys,PUNJAB,5,2002
16-18 Years,5,Burglary,Boys,PUNJAB,5,2010
16-18 Years,5,Burglary,Boys,UTTAR PRADESH,5,2007
16-18 Years,5,Burglary,Girls,GUJARAT,5,2002
16-18 Years,5,Burglary,Girls,GUJARAT,5,2006
16-18 Years,5,Burglary,Girls,MADHYA PRADESH,5,2001
16-18 Years,5,Cruelty by Husband or Relatives,Boys,ANDHRA PRADESH,5,2003
16-18 Years,5,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,5,2005
16-18 Years,5,Cruelty by Husband or Relatives,Girls,DELHI UT,5,2004
16-18 Years,5,Cruelty by Husband or Relatives,Girls,DELHI UT,5,2006
16-18 Years,5,Cruelty by Husband or Relatives,Girls,KERALA,5,2003
16-18 Years,5,Cruelty by Husband or Relatives,Girls,PUNJAB,5,2006
16-18 Years,5,Cruelty by Husband or Relatives,Girls,RAJASTHAN,5,2010
16-18 Years,5,Dacoity,Boys,ANDHRA PRADESH,5,2009
16-18 Years,5,Dacoity,Boys,BIHAR,5,2005
16-18 Years,5,Dacoity,Boys,BIHAR,5,2009
16-18 Years,5,Dacoity,Boys,DELHI UT,5,2003
16-18 Years,5,Dacoity,Boys,HARYANA,5,2004
16-18 Years,5,Dacoity,Boys,HARYANA,5,2005
16-18 Years,5,Dacoity,Boys,JHARKHAND,5,2005
16-18 Years,5,Dacoity,Boys,MADHYA PRADESH,5,2003
16-18 Years,5,Dacoity,Boys,MEGHALAYA,5,2003
16-18 Years,5,Dacoity,Boys,MEGHALAYA,5,2005
16-18 Years,5,Dacoity,Boys,TAMIL NADU,5,2004
16-18 Years,5,Dowry Deaths,Boys,ANDHRA PRADESH,5,2007
16-18 Years,5,Dowry Deaths,Boys,BIHAR,5,2008
16-18 Years,5,Dowry Deaths,Boys,MADHYA PRADESH,5,2009
16-18 Years,5,Dowry Deaths,Boys,UTTAR PRADESH,5,2008
16-18 Years,5,Dowry Deaths,Girls,BIHAR,5,2007
16-18 Years,5,Dowry Deaths,Girls,MADHYA PRADESH,5,2005
16-18 Years,5,Dowry Deaths,Girls,UTTAR PRADESH,5,2006
16-18 Years,5,Kidnapping,Boys,ANDHRA PRADESH,10,2002
16-18 Years,5,Kidnapping,Boys,ANDHRA PRADESH,5,2004
16-18 Years,5,Kidnapping,Boys,ANDHRA PRADESH,5,2009
16-18 Years,5,Kidnapping,Boys,ANDHRA PRADESH,5,2010
16-18 Years,5,Kidnapping,Boys,BIHAR,10,2005
16-18 Years,5,Kidnapping,Boys,CHHATTISGARH,5,2004
16-18 Years,5,Kidnapping,Boys,DELHI UT,5,2010
16-18 Years,5,Kidnapping,Boys,GUJARAT,5,2010
16-18 Years,5,Kidnapping,Boys,HARYANA,5,2001
16-18 Years,5,Kidnapping,Boys,HARYANA,5,2007
16-18 Years,5,Kidnapping,Boys,HARYANA,5,2009
16-18 Years,5,Kidnapping,Boys,HIMACHAL PRADESH,5,2005
16-18 Years,5,Kidnapping,Boys,JHARKHAND,5,2005
16-18 Years,5,Kidnapping,Boys,MADHYA PRADESH,5,2004
16-18 Years,5,Kidnapping,Boys,MAHARASHTRA,5,2008
16-18 Years,5,Kidnapping,Boys,TAMIL NADU,5,2003
16-18 Years,5,Kidnapping,Boys,TAMIL NADU,5,2004
16-18 Years,5,Kidnapping,Boys,UTTAR PRADESH,5,2004
16-18 Years,5,Kidnapping,Boys,UTTAR PRADESH,5,2008
16-18 Years,5,Kidnapping,Girls,GUJARAT,5,2002
16-18 Years,5,Kidnapping,Girls,GUJARAT,5,2004
16-18 Years,5,Kidnapping,Girls,GUJARAT,5,2005
16-18 Years,5,Kidnapping,Girls,GUJARAT,5,2006
16-18 Years,5,Kidnapping,Girls,JHARKHAND,10,2008
16-18 Years,5,Kidnapping,Girls,MADHYA PRADESH,5,2002
16-18 Years,5,Kidnapping,Girls,UTTAR PRADESH,5,2008
16-18 Years,5,Kidnapping,Girls,WEST BENGAL,5,2010
16-18 Years,5,Murder,Boys,ANDHRA PRADESH,5,2001
16-18 Years,5,Murder,Boys,BIHAR,5,2004
16-18 Years,5,Murder,Boys,CHANDIGARH,5,2010
16-18 Years,5,Murder,Boys,HIMACHAL PRADESH,5,2002
16-18 Years,5,Murder,Boys,JHARKHAND,5,2003
16-18 Years,5,Murder,Boys,JHARKHAND,5,2004
16-18 Years,5,Murder,Boys,KARNATAKA,5,2010
16-18 Years,5,Murder,Boys,KERALA,5,2009
16-18 Years,5,Murder,Boys,ODISHA,5,2009
16-18 Years,5,Murder,Boys,PUNJAB,5,2002
16-18 Years,5,Murder,Boys,TAMIL NADU,5,2001
16-18 Years,5,Murder,Boys,UTTAR PRADESH,5,2004
16-18 Years,5,Murder,Girls,GUJARAT,5,2010
16-18 Years,5,Murder,Girls,HARYANA,5,2001
16-18 Years,5,Murder,Girls,JHARKHAND,5,2009
16-18 Years,5,Rape,Boys,GUJARAT,5,2001
16-18 Years,5,Rape,Boys,HIMACHAL PRADESH,5,2003
16-18 Years,5,Rape,Boys,HIMACHAL PRADESH,5,2004
16-18 Years,5,Rape,Boys,HIMACHAL PRADESH,5,2005
16-18 Years,5,Rape,Boys,HIMACHAL PRADESH,5,2007
16-18 Years,5,Rape,Boys,HIMACHAL PRADESH,5,2010
16-18 Years,5,Rape,Boys,KARNATAKA,5,2004
16-18 Years,5,Rape,Boys,KARNATAKA,5,2008
16-18 Years,5,Rape,Boys,KERALA,5,2007
16-18 Years,5,Rape,Boys,ODISHA,5,2001
16-18 Years,5,Rape,Boys,ODISHA,5,2005
16-18 Years,5,Robbery,Boys,ANDHRA PRADESH,5,2001
16-18 Years,5,Robbery,Boys,KARNATAKA,5,2001
16-18 Years,5,Robbery,Boys,KARNATAKA,5,2002
16-18 Years,5,Robbery,Boys,KARNATAKA,5,2004
16-18 Years,5,Robbery,Boys,MEGHALAYA,5,2002
16-18 Years,5,Robbery,Boys,NAGALAND,5,2010
16-18 Years,5,Robbery,Boys,UTTARAKHAND,5,2009
16-18 Years,5,Theft,Boys,BIHAR,5,2003
16-18 Years,5,Theft,Boys,MEGHALAYA,5,2002
16-18 Years,5,Theft,Boys,MEGHALAYA,5,2003
16-18 Years,5,Theft,Boys,MIZORAM,5,2003
16-18 Years,5,Theft,Boys,MIZORAM,5,2006
16-18 Years,5,Theft,Boys,PUNJAB,5,2005
16-18 Years,5,Theft,Girls,ANDHRA PRADESH,5,2006
16-18 Years,5,Theft,Girls,ASSAM,5,2002
16-18 Years,5,Theft,Girls,GUJARAT,5,2005
16-18 Years,5,Theft,Girls,JHARKHAND,5,2009
16-18 Years,5,Theft,Girls,KERALA,5,2008
16-18 Years,5,Theft,Girls,MADHYA PRADESH,5,2001
16-18 Years,5,Theft,Girls,MIZORAM,5,2010
16-18 Years,5,Theft,Girls,RAJASTHAN,5,2006
16-18 Years,5,Total IPC Crimes,Boys,ANDAMAN & NICOBAR ISLANDS,5,2001
16-18 Years,5,Total IPC Crimes,Boys,D&N HAVELI,5,2006
16-18 Years,5,Total IPC Crimes,Boys,D&N HAVELI,5,2007
16-18 Years,5,Total IPC Crimes,Boys,DAMAN & DIU,5,2006
16-18 Years,5,Total IPC Crimes,Girls,ARUNACHAL PRADESH,5,2005
16-18 Years,5,Total IPC Crimes,Girls,ASSAM,5,2002
16-18 Years,5,Total IPC Crimes,Girls,BIHAR,5,2001
16-18 Years,5,Total IPC Crimes,Girls,CHANDIGARH,5,2002
16-18 Years,5,Total IPC Crimes,Girls,DELHI UT,5,2008
16-18 Years,5,Total IPC Crimes,Girls,HIMACHAL PRADESH,5,2001
16-18 Years,5,Total IPC Crimes,Girls,HIMACHAL PRADESH,5,2006
16-18 Years,5,Total IPC Crimes,Girls,KARNATAKA,5,2005
16-18 Years,5,Total IPC Crimes,Girls,KERALA,5,2006
16-18 Years,5,Total IPC Crimes,Girls,ODISHA,5,2005
16-18 Years,5,Total IPC Crimes,Girls,PUNJAB,5,2010
16-18 Years,5,Total IPC Crimes,Girls,UTTARAKHAND,5,2010
16-18 Years,6,Burglary,Boys,ANDAMAN & NICOBAR ISLANDS,6,2007
16-18 Years,6,Burglary,Boys,ANDAMAN & NICOBAR ISLANDS,6,2009
16-18 Years,6,Burglary,Boys,ARUNACHAL PRADESH,6,2001
16-18 Years,6,Burglary,Boys,ARUNACHAL PRADESH,6,2005
16-18 Years,6,Burglary,Boys,BIHAR,6,2006
16-18 Years,6,Burglary,Boys,NAGALAND,6,2010
16-18 Years,6,Burglary,Boys,PUDUCHERRY,6,2010
16-18 Years,6,Burglary,Boys,PUNJAB,6,2003
16-18 Years,6,Burglary,Boys,PUNJAB,6,2004
16-18 Years,6,Burglary,Boys,SIKKIM,6,2007
16-18 Years,6,Burglary,Girls,DELHI UT,6,2007
16-18 Years,6,Burglary,Girls,MAHARASHTRA,6,2002
16-18 Years,6,Burglary,Girls,MAHARASHTRA,6,2003
16-18 Years,6,Cruelty by Husband or Relatives,Boys,ANDHRA PRADESH,6,2006
16-18 Years,6,Cruelty by Husband or Relatives,Boys,BIHAR,6,2008
16-18 Years,6,Cruelty by Husband or Relatives,Boys,DELHI UT,6,2007
16-18 Years,6,Cruelty by Husband or Relatives,Boys,RAJASTHAN,6,2004
16-18 Years,6,Cruelty by Husband or Relatives,Boys,RAJASTHAN,6,2007
